﻿Code;Locatie;Datum;Uur5Minuten;Ordening;Totaal;Tegenrichting;Hoofdrichting
COU;Coupure-Links;2021-03-05;6:40:00;2021-03-05T06:40:00+01:00;8;6;2
COU;Coupure-Links;2021-03-05;6:45:00;2021-03-05T06:45:00+01:00;9;7;2
COU;Coupure-Links;2021-03-05;6:50:00;2021-03-05T06:50:00+01:00;14;10;4
COU;Coupure-Links;2021-03-05;6:55:00;2021-03-05T06:55:00+01:00;18;13;5
COU;Coupure-Links;2021-03-05;7:00:00;2021-03-05T07:00:00+01:00;20;16;4
COU;Coupure-Links;2021-03-05;7:05:00;2021-03-05T07:05:00+01:00;17;12;5
COU;Coupure-Links;2021-03-05;7:10:00;2021-03-05T07:10:00+01:00;17;14;3
COU;Coupure-Links;2021-03-05;7:15:00;2021-03-05T07:15:00+01:00;28;21;7
COU;Coupure-Links;2021-03-05;7:20:00;2021-03-05T07:20:00+01:00;24;17;7
COU;Coupure-Links;2021-03-05;7:25:00;2021-03-05T07:25:00+01:00;32;26;6
COU;Coupure-Links;2021-03-05;7:30:00;2021-03-05T07:30:00+01:00;27;17;10
COU;Coupure-Links;2021-03-05;7:35:00;2021-03-05T07:35:00+01:00;45;22;23
COU;Coupure-Links;2021-03-05;7:40:00;2021-03-05T07:40:00+01:00;37;30;7
COU;Coupure-Links;2021-03-05;7:45:00;2021-03-05T07:45:00+01:00;59;46;13
COU;Coupure-Links;2021-03-05;7:50:00;2021-03-05T07:50:00+01:00;65;38;27
COU;Coupure-Links;2021-03-05;7:55:00;2021-03-05T07:55:00+01:00;81;66;15
COU;Coupure-Links;2021-03-05;8:00:00;2021-03-05T08:00:00+01:00;87;68;19
COU;Coupure-Links;2021-03-05;8:05:00;2021-03-05T08:05:00+01:00;116;91;25
COU;Coupure-Links;2021-03-05;8:10:00;2021-03-05T08:10:00+01:00;127;92;35
COU;Coupure-Links;2021-03-05;8:15:00;2021-03-05T08:15:00+01:00;97;73;24
COU;Coupure-Links;2021-03-05;8:20:00;2021-03-05T08:20:00+01:00;61;40;21
COU;Coupure-Links;2021-03-05;8:25:00;2021-03-05T08:25:00+01:00;56;33;23
COU;Coupure-Links;2021-03-05;8:30:00;2021-03-05T08:30:00+01:00;54;36;18
COU;Coupure-Links;2021-03-05;8:35:00;2021-03-05T08:35:00+01:00;36;20;16
COU;Coupure-Links;2021-03-05;8:40:00;2021-03-05T08:40:00+01:00;49;29;20
COU;Coupure-Links;2021-03-05;8:45:00;2021-03-05T08:45:00+01:00;52;30;22
COU;Coupure-Links;2021-03-05;8:50:00;2021-03-05T08:50:00+01:00;47;31;16
COU;Coupure-Links;2021-03-05;8:55:00;2021-03-05T08:55:00+01:00;27;18;9
COU;Coupure-Links;2021-03-05;9:00:00;2021-03-05T09:00:00+01:00;22;13;9
COU;Coupure-Links;2021-03-05;9:05:00;2021-03-05T09:05:00+01:00;27;18;9
COU;Coupure-Links;2021-03-05;9:10:00;2021-03-05T09:10:00+01:00;23;18;5
COU;Coupure-Links;2021-03-05;9:15:00;2021-03-05T09:15:00+01:00;25;13;12
COU;Coupure-Links;2021-03-05;9:20:00;2021-03-05T09:20:00+01:00;20;13;7
COU;Coupure-Links;2021-03-05;9:25:00;2021-03-05T09:25:00+01:00;25;17;8
COU;Coupure-Links;2021-03-05;9:30:00;2021-03-05T09:30:00+01:00;31;12;19
COU;Coupure-Links;2021-03-05;9:35:00;2021-03-05T09:35:00+01:00;40;15;25
COU;Coupure-Links;2021-03-05;9:40:00;2021-03-05T09:40:00+01:00;27;13;14
COU;Coupure-Links;2021-03-05;9:45:00;2021-03-05T09:45:00+01:00;24;14;10
COU;Coupure-Links;2021-03-05;9:50:00;2021-03-05T09:50:00+01:00;20;15;5
COU;Coupure-Links;2021-03-05;9:55:00;2021-03-05T09:55:00+01:00;15;5;10
COU;Coupure-Links;2021-03-05;10:00:00;2021-03-05T10:00:00+01:00;25;15;10
COU;Coupure-Links;2021-03-05;10:05:00;2021-03-05T10:05:00+01:00;20;11;9
COU;Coupure-Links;2021-03-05;10:10:00;2021-03-05T10:10:00+01:00;19;11;8
COU;Coupure-Links;2021-03-05;10:15:00;2021-03-05T10:15:00+01:00;26;17;9
COU;Coupure-Links;2021-03-05;10:20:00;2021-03-05T10:20:00+01:00;26;13;13
COU;Coupure-Links;2021-03-05;10:25:00;2021-03-05T10:25:00+01:00;21;11;10
COU;Coupure-Links;2021-03-05;10:30:00;2021-03-05T10:30:00+01:00;18;11;7
COU;Coupure-Links;2021-03-05;10:35:00;2021-03-05T10:35:00+01:00;27;17;10
COU;Coupure-Links;2021-03-05;10:40:00;2021-03-05T10:40:00+01:00;16;11;5
COU;Coupure-Links;2021-03-05;10:45:00;2021-03-05T10:45:00+01:00;31;19;12
COU;Coupure-Links;2021-03-05;10:50:00;2021-03-05T10:50:00+01:00;20;7;13
COU;Coupure-Links;2021-03-05;10:55:00;2021-03-05T10:55:00+01:00;22;13;9
COU;Coupure-Links;2021-03-05;11:00:00;2021-03-05T11:00:00+01:00;30;15;15
COU;Coupure-Links;2021-03-05;11:05:00;2021-03-05T11:05:00+01:00;32;9;23
COU;Coupure-Links;2021-03-05;11:10:00;2021-03-05T11:10:00+01:00;24;17;7
COU;Coupure-Links;2021-03-05;11:15:00;2021-03-05T11:15:00+01:00;19;6;13
COU;Coupure-Links;2021-03-05;11:20:00;2021-03-05T11:20:00+01:00;18;10;8
COU;Coupure-Links;2021-03-05;11:25:00;2021-03-05T11:25:00+01:00;22;15;7
COU;Coupure-Links;2021-03-05;11:30:00;2021-03-05T11:30:00+01:00;29;17;12
COU;Coupure-Links;2021-03-05;11:35:00;2021-03-05T11:35:00+01:00;25;8;17
COU;Coupure-Links;2021-03-05;11:40:00;2021-03-05T11:40:00+01:00;30;14;16
COU;Coupure-Links;2021-03-05;11:45:00;2021-03-05T11:45:00+01:00;27;16;11
COU;Coupure-Links;2021-03-05;11:50:00;2021-03-05T11:50:00+01:00;25;12;13
COU;Coupure-Links;2021-03-05;11:55:00;2021-03-05T11:55:00+01:00;17;8;9
COU;Coupure-Links;2021-03-05;12:00:00;2021-03-05T12:00:00+01:00;25;17;8
COU;Coupure-Links;2021-03-05;12:05:00;2021-03-05T12:05:00+01:00;33;19;14
COU;Coupure-Links;2021-03-05;12:10:00;2021-03-05T12:10:00+01:00;31;12;19
COU;Coupure-Links;2021-03-05;12:15:00;2021-03-05T12:15:00+01:00;41;24;17
COU;Coupure-Links;2021-03-05;12:20:00;2021-03-05T12:20:00+01:00;35;22;13
COU;Coupure-Links;2021-03-05;12:25:00;2021-03-05T12:25:00+01:00;45;21;24
COU;Coupure-Links;2021-03-05;12:30:00;2021-03-05T12:30:00+01:00;49;25;24
COU;Coupure-Links;2021-03-05;12:35:00;2021-03-05T12:35:00+01:00;28;13;15
COU;Coupure-Links;2021-03-05;12:40:00;2021-03-05T12:40:00+01:00;41;22;19
COU;Coupure-Links;2021-03-05;12:45:00;2021-03-05T12:45:00+01:00;40;22;18
COU;Coupure-Links;2021-03-05;12:50:00;2021-03-05T12:50:00+01:00;33;19;14
COU;Coupure-Links;2021-03-05;12:55:00;2021-03-05T12:55:00+01:00;43;23;20
COU;Coupure-Links;2021-03-05;13:00:00;2021-03-05T13:00:00+01:00;37;23;14
COU;Coupure-Links;2021-03-05;13:05:00;2021-03-05T13:05:00+01:00;25;8;17
COU;Coupure-Links;2021-03-05;13:10:00;2021-03-05T13:10:00+01:00;31;11;20
COU;Coupure-Links;2021-03-05;13:15:00;2021-03-05T13:15:00+01:00;38;18;20
COU;Coupure-Links;2021-03-05;13:20:00;2021-03-05T13:20:00+01:00;33;18;15
COU;Coupure-Links;2021-03-05;13:25:00;2021-03-05T13:25:00+01:00;37;21;16
COU;Coupure-Links;2021-03-05;13:30:00;2021-03-05T13:30:00+01:00;25;11;14
COU;Coupure-Links;2021-03-05;13:35:00;2021-03-05T13:35:00+01:00;17;10;7
COU;Coupure-Links;2021-03-05;13:40:00;2021-03-05T13:40:00+01:00;25;14;11
COU;Coupure-Links;2021-03-05;13:45:00;2021-03-05T13:45:00+01:00;21;14;7
COU;Coupure-Links;2021-03-05;13:50:00;2021-03-05T13:50:00+01:00;44;20;24
COU;Coupure-Links;2021-03-05;13:55:00;2021-03-05T13:55:00+01:00;22;10;12
COU;Coupure-Links;2021-03-05;14:00:00;2021-03-05T14:00:00+01:00;23;11;12
COU;Coupure-Links;2021-03-05;14:05:00;2021-03-05T14:05:00+01:00;34;17;17
COU;Coupure-Links;2021-03-05;14:10:00;2021-03-05T14:10:00+01:00;37;18;19
COU;Coupure-Links;2021-03-05;14:15:00;2021-03-05T14:15:00+01:00;36;19;17
COU;Coupure-Links;2021-03-05;14:20:00;2021-03-05T14:20:00+01:00;27;14;13
COU;Coupure-Links;2021-03-05;14:25:00;2021-03-05T14:25:00+01:00;32;15;17
COU;Coupure-Links;2021-03-05;14:30:00;2021-03-05T14:30:00+01:00;27;12;15
COU;Coupure-Links;2021-03-05;14:35:00;2021-03-05T14:35:00+01:00;37;16;21
COU;Coupure-Links;2021-03-05;14:40:00;2021-03-05T14:40:00+01:00;23;16;7
COU;Coupure-Links;2021-03-05;14:45:00;2021-03-05T14:45:00+01:00;30;23;7
COU;Coupure-Links;2021-03-05;14:50:00;2021-03-05T14:50:00+01:00;31;14;17
COU;Coupure-Links;2021-03-05;14:55:00;2021-03-05T14:55:00+01:00;35;15;20
COU;Coupure-Links;2021-03-05;15:00:00;2021-03-05T15:00:00+01:00;33;15;18
COU;Coupure-Links;2021-03-05;15:05:00;2021-03-05T15:05:00+01:00;43;19;24
COU;Coupure-Links;2021-03-05;15:10:00;2021-03-05T15:10:00+01:00;31;18;13
COU;Coupure-Links;2021-03-05;15:15:00;2021-03-05T15:15:00+01:00;49;23;26
COU;Coupure-Links;2021-03-05;15:20:00;2021-03-05T15:20:00+01:00;41;18;23
COU;Coupure-Links;2021-03-05;15:25:00;2021-03-05T15:25:00+01:00;29;15;14
COU;Coupure-Links;2021-03-05;15:30:00;2021-03-05T15:30:00+01:00;45;25;20
COU;Coupure-Links;2021-03-05;15:35:00;2021-03-05T15:35:00+01:00;50;13;37
COU;Coupure-Links;2021-03-05;15:40:00;2021-03-05T15:40:00+01:00;37;16;21
COU;Coupure-Links;2021-03-05;15:45:00;2021-03-05T15:45:00+01:00;75;11;64
COU;Coupure-Links;2021-03-05;15:50:00;2021-03-05T15:50:00+01:00;65;18;47
COU;Coupure-Links;2021-03-05;15:55:00;2021-03-05T15:55:00+01:00;65;19;46
COU;Coupure-Links;2021-03-05;16:00:00;2021-03-05T16:00:00+01:00;49;16;33
COU;Coupure-Links;2021-03-05;16:05:00;2021-03-05T16:05:00+01:00;58;22;36
COU;Coupure-Links;2021-03-05;16:10:00;2021-03-05T16:10:00+01:00;52;30;22
COU;Coupure-Links;2021-03-05;16:15:00;2021-03-05T16:15:00+01:00;44;19;25
COU;Coupure-Links;2021-03-05;16:20:00;2021-03-05T16:20:00+01:00;39;20;19
COU;Coupure-Links;2021-03-05;16:25:00;2021-03-05T16:25:00+01:00;50;21;29
COU;Coupure-Links;2021-03-05;16:30:00;2021-03-05T16:30:00+01:00;45;24;21
COU;Coupure-Links;2021-03-05;16:35:00;2021-03-05T16:35:00+01:00;53;22;31
COU;Coupure-Links;2021-03-05;16:40:00;2021-03-05T16:40:00+01:00;70;26;44
COU;Coupure-Links;2021-03-05;16:45:00;2021-03-05T16:45:00+01:00;66;26;40
COU;Coupure-Links;2021-03-05;16:50:00;2021-03-05T16:50:00+01:00;59;29;30
COU;Coupure-Links;2021-03-05;16:55:00;2021-03-05T16:55:00+01:00;46;20;26
COU;Coupure-Links;2021-03-05;17:00:00;2021-03-05T17:00:00+01:00;66;29;37
COU;Coupure-Links;2021-03-05;17:05:00;2021-03-05T17:05:00+01:00;49;16;33
COU;Coupure-Links;2021-03-05;17:10:00;2021-03-05T17:10:00+01:00;59;22;37
COU;Coupure-Links;2021-03-05;17:15:00;2021-03-05T17:15:00+01:00;65;33;32
COU;Coupure-Links;2021-03-05;17:20:00;2021-03-05T17:20:00+01:00;78;31;47
COU;Coupure-Links;2021-03-05;17:25:00;2021-03-05T17:25:00+01:00;65;37;28
COU;Coupure-Links;2021-03-05;17:30:00;2021-03-05T17:30:00+01:00;57;25;32
COU;Coupure-Links;2021-03-05;17:35:00;2021-03-05T17:35:00+01:00;55;30;25
COU;Coupure-Links;2021-03-05;17:40:00;2021-03-05T17:40:00+01:00;60;28;32
COU;Coupure-Links;2021-03-05;17:45:00;2021-03-05T17:45:00+01:00;60;24;36
COU;Coupure-Links;2021-03-05;17:50:00;2021-03-05T17:50:00+01:00;50;20;30
COU;Coupure-Links;2021-03-05;17:55:00;2021-03-05T17:55:00+01:00;39;15;24
COU;Coupure-Links;2021-03-05;18:00:00;2021-03-05T18:00:00+01:00;56;22;34
COU;Coupure-Links;2021-03-05;18:05:00;2021-03-05T18:05:00+01:00;52;32;20
COU;Coupure-Links;2021-03-05;18:10:00;2021-03-05T18:10:00+01:00;47;14;33
COU;Coupure-Links;2021-03-05;18:15:00;2021-03-05T18:15:00+01:00;51;22;29
COU;Coupure-Links;2021-03-05;18:20:00;2021-03-05T18:20:00+01:00;41;18;23
COU;Coupure-Links;2021-03-05;18:25:00;2021-03-05T18:25:00+01:00;47;16;31
COU;Coupure-Links;2021-03-05;18:30:00;2021-03-05T18:30:00+01:00;40;16;24
COU;Coupure-Links;2021-03-05;18:35:00;2021-03-05T18:35:00+01:00;42;21;21
COU;Coupure-Links;2021-03-05;18:40:00;2021-03-05T18:40:00+01:00;46;22;24
COU;Coupure-Links;2021-03-05;18:45:00;2021-03-05T18:45:00+01:00;41;20;21
COU;Coupure-Links;2021-03-05;18:50:00;2021-03-05T18:50:00+01:00;29;11;18
COU;Coupure-Links;2021-03-05;18:55:00;2021-03-05T18:55:00+01:00;23;8;15
COU;Coupure-Links;2021-03-05;19:00:00;2021-03-05T19:00:00+01:00;24;12;12
COU;Coupure-Links;2021-03-05;19:05:00;2021-03-05T19:05:00+01:00;33;9;24
COU;Coupure-Links;2021-03-05;19:10:00;2021-03-05T19:10:00+01:00;36;10;26
COU;Coupure-Links;2021-03-05;19:15:00;2021-03-05T19:15:00+01:00;35;17;18
COU;Coupure-Links;2021-03-05;19:20:00;2021-03-05T19:20:00+01:00;35;15;20
COU;Coupure-Links;2021-03-05;19:25:00;2021-03-05T19:25:00+01:00;23;12;11
COU;Coupure-Links;2021-03-05;19:30:00;2021-03-05T19:30:00+01:00;30;12;18
COU;Coupure-Links;2021-03-05;19:35:00;2021-03-05T19:35:00+01:00;21;7;14
COU;Coupure-Links;2021-03-05;19:40:00;2021-03-05T19:40:00+01:00;20;8;12
COU;Coupure-Links;2021-03-05;19:45:00;2021-03-05T19:45:00+01:00;26;11;15
COU;Coupure-Links;2021-03-05;19:50:00;2021-03-05T19:50:00+01:00;12;3;9
COU;Coupure-Links;2021-03-05;19:55:00;2021-03-05T19:55:00+01:00;14;6;8
COU;Coupure-Links;2021-03-05;20:00:00;2021-03-05T20:00:00+01:00;13;3;10
COU;Coupure-Links;2021-03-05;20:05:00;2021-03-05T20:05:00+01:00;18;3;15
COU;Coupure-Links;2021-03-05;20:10:00;2021-03-05T20:10:00+01:00;14;5;9
COU;Coupure-Links;2021-03-05;20:15:00;2021-03-05T20:15:00+01:00;20;7;13
COU;Coupure-Links;2021-03-05;20:20:00;2021-03-05T20:20:00+01:00;23;11;12
COU;Coupure-Links;2021-03-05;20:25:00;2021-03-05T20:25:00+01:00;20;5;15
COU;Coupure-Links;2021-03-05;20:30:00;2021-03-05T20:30:00+01:00;16;3;13
COU;Coupure-Links;2021-03-05;20:35:00;2021-03-05T20:35:00+01:00;15;6;9
COU;Coupure-Links;2021-03-05;20:40:00;2021-03-05T20:40:00+01:00;16;6;10
COU;Coupure-Links;2021-03-05;20:45:00;2021-03-05T20:45:00+01:00;15;5;10
COU;Coupure-Links;2021-03-05;20:50:00;2021-03-05T20:50:00+01:00;15;5;10
COU;Coupure-Links;2021-03-05;20:55:00;2021-03-05T20:55:00+01:00;11;7;4
COU;Coupure-Links;2021-03-05;21:00:00;2021-03-05T21:00:00+01:00;14;5;9
COU;Coupure-Links;2021-03-05;21:05:00;2021-03-05T21:05:00+01:00;10;4;6
COU;Coupure-Links;2021-03-05;21:10:00;2021-03-05T21:10:00+01:00;8;4;4
COU;Coupure-Links;2021-03-05;21:15:00;2021-03-05T21:15:00+01:00;14;8;6
COU;Coupure-Links;2021-03-05;21:20:00;2021-03-05T21:20:00+01:00;4;0;4
COU;Coupure-Links;2021-03-05;21:25:00;2021-03-05T21:25:00+01:00;6;2;4
COU;Coupure-Links;2021-03-05;21:30:00;2021-03-05T21:30:00+01:00;8;3;5
COU;Coupure-Links;2021-03-05;21:35:00;2021-03-05T21:35:00+01:00;12;6;6
COU;Coupure-Links;2021-03-05;21:40:00;2021-03-05T21:40:00+01:00;7;3;4
COU;Coupure-Links;2021-03-05;21:45:00;2021-03-05T21:45:00+01:00;12;5;7
COU;Coupure-Links;2021-03-05;21:50:00;2021-03-05T21:50:00+01:00;8;4;4
COU;Coupure-Links;2021-03-05;21:55:00;2021-03-05T21:55:00+01:00;11;4;7
COU;Coupure-Links;2021-03-05;22:00:00;2021-03-05T22:00:00+01:00;13;2;11
COU;Coupure-Links;2021-03-05;22:05:00;2021-03-05T22:05:00+01:00;10;6;4
COU;Coupure-Links;2021-03-05;22:10:00;2021-03-05T22:10:00+01:00;9;2;7
COU;Coupure-Links;2021-03-05;22:15:00;2021-03-05T22:15:00+01:00;9;3;6
COU;Coupure-Links;2021-03-05;22:20:00;2021-03-05T22:20:00+01:00;9;3;6
COU;Coupure-Links;2021-03-05;22:25:00;2021-03-05T22:25:00+01:00;16;5;11
COU;Coupure-Links;2021-03-05;22:30:00;2021-03-05T22:30:00+01:00;12;8;4
COU;Coupure-Links;2021-03-05;22:35:00;2021-03-05T22:35:00+01:00;6;0;6
COU;Coupure-Links;2021-03-05;22:40:00;2021-03-05T22:40:00+01:00;9;2;7
COU;Coupure-Links;2021-03-05;22:45:00;2021-03-05T22:45:00+01:00;8;3;5
COU;Coupure-Links;2021-03-05;22:50:00;2021-03-05T22:50:00+01:00;7;1;6
COU;Coupure-Links;2021-03-05;22:55:00;2021-03-05T22:55:00+01:00;7;3;4
COU;Coupure-Links;2021-03-05;23:00:00;2021-03-05T23:00:00+01:00;6;3;3
COU;Coupure-Links;2021-03-05;23:05:00;2021-03-05T23:05:00+01:00;7;2;5
COU;Coupure-Links;2021-03-05;23:10:00;2021-03-05T23:10:00+01:00;4;1;3
COU;Coupure-Links;2021-03-05;23:15:00;2021-03-05T23:15:00+01:00;10;0;10
COU;Coupure-Links;2021-03-05;23:20:00;2021-03-05T23:20:00+01:00;7;3;4
COU;Coupure-Links;2021-03-05;23:25:00;2021-03-05T23:25:00+01:00;11;1;10
COU;Coupure-Links;2021-03-05;23:30:00;2021-03-05T23:30:00+01:00;8;0;8
COU;Coupure-Links;2021-03-05;23:35:00;2021-03-05T23:35:00+01:00;13;5;8
COU;Coupure-Links;2021-03-05;23:40:00;2021-03-05T23:40:00+01:00;18;6;12
COU;Coupure-Links;2021-03-05;23:45:00;2021-03-05T23:45:00+01:00;24;12;12
COU;Coupure-Links;2021-03-05;23:50:00;2021-03-05T23:50:00+01:00;17;6;11
COU;Coupure-Links;2021-03-05;23:55:00;2021-03-05T23:55:00+01:00;19;7;12
COU;Coupure-Links;2021-03-06;0:00:00;2021-03-06T00:00:00+01:00;22;12;10
COU;Coupure-Links;2021-03-06;0:05:00;2021-03-06T00:05:00+01:00;2;1;1
COU;Coupure-Links;2021-03-06;0:10:00;2021-03-06T00:10:00+01:00;4;1;3
COU;Coupure-Links;2021-03-06;0:15:00;2021-03-06T00:15:00+01:00;3;0;3
COU;Coupure-Links;2021-03-06;0:20:00;2021-03-06T00:20:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;0:25:00;2021-03-06T00:25:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;0:30:00;2021-03-06T00:30:00+01:00;1;0;1
COU;Coupure-Links;2021-03-06;0:35:00;2021-03-06T00:35:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;0:40:00;2021-03-06T00:40:00+01:00;2;2;0
COU;Coupure-Links;2021-03-06;0:45:00;2021-03-06T00:45:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;0:50:00;2021-03-06T00:50:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;0:55:00;2021-03-06T00:55:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:00:00;2021-03-06T01:00:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:05:00;2021-03-06T01:05:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:10:00;2021-03-06T01:10:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:15:00;2021-03-06T01:15:00+01:00;1;0;1
COU;Coupure-Links;2021-03-06;1:20:00;2021-03-06T01:20:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;1:25:00;2021-03-06T01:25:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:30:00;2021-03-06T01:30:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:35:00;2021-03-06T01:35:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:40:00;2021-03-06T01:40:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:45:00;2021-03-06T01:45:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;1:50:00;2021-03-06T01:50:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;1:55:00;2021-03-06T01:55:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:00:00;2021-03-06T02:00:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:05:00;2021-03-06T02:05:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:10:00;2021-03-06T02:10:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:15:00;2021-03-06T02:15:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:20:00;2021-03-06T02:20:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:25:00;2021-03-06T02:25:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;2:30:00;2021-03-06T02:30:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:35:00;2021-03-06T02:35:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:40:00;2021-03-06T02:40:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:45:00;2021-03-06T02:45:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:50:00;2021-03-06T02:50:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;2:55:00;2021-03-06T02:55:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:00:00;2021-03-06T03:00:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:05:00;2021-03-06T03:05:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:10:00;2021-03-06T03:10:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:15:00;2021-03-06T03:15:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;3:20:00;2021-03-06T03:20:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:25:00;2021-03-06T03:25:00+01:00;2;0;2
COU;Coupure-Links;2021-03-06;3:30:00;2021-03-06T03:30:00+01:00;1;0;1
COU;Coupure-Links;2021-03-06;3:35:00;2021-03-06T03:35:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:40:00;2021-03-06T03:40:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:45:00;2021-03-06T03:45:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;3:50:00;2021-03-06T03:50:00+01:00;2;2;0
COU;Coupure-Links;2021-03-06;3:55:00;2021-03-06T03:55:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:00:00;2021-03-06T04:00:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:05:00;2021-03-06T04:05:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:10:00;2021-03-06T04:10:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;4:15:00;2021-03-06T04:15:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:20:00;2021-03-06T04:20:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:25:00;2021-03-06T04:25:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:30:00;2021-03-06T04:30:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;4:35:00;2021-03-06T04:35:00+01:00;1;0;1
COU;Coupure-Links;2021-03-06;4:40:00;2021-03-06T04:40:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;4:45:00;2021-03-06T04:45:00+01:00;1;0;1
COU;Coupure-Links;2021-03-06;4:50:00;2021-03-06T04:50:00+01:00;2;0;2
COU;Coupure-Links;2021-03-06;4:55:00;2021-03-06T04:55:00+01:00;2;1;1
COU;Coupure-Links;2021-03-06;5:00:00;2021-03-06T05:00:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;5:05:00;2021-03-06T05:05:00+01:00;3;3;0
COU;Coupure-Links;2021-03-06;5:10:00;2021-03-06T05:10:00+01:00;2;0;2
COU;Coupure-Links;2021-03-06;5:15:00;2021-03-06T05:15:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;5:20:00;2021-03-06T05:20:00+01:00;2;1;1
COU;Coupure-Links;2021-03-06;5:25:00;2021-03-06T05:25:00+01:00;3;2;1
COU;Coupure-Links;2021-03-06;5:30:00;2021-03-06T05:30:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;5:35:00;2021-03-06T05:35:00+01:00;4;2;2
COU;Coupure-Links;2021-03-06;5:40:00;2021-03-06T05:40:00+01:00;0;0;0
COU;Coupure-Links;2021-03-06;5:45:00;2021-03-06T05:45:00+01:00;6;6;0
COU;Coupure-Links;2021-03-06;5:50:00;2021-03-06T05:50:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;5:55:00;2021-03-06T05:55:00+01:00;3;3;0
COU;Coupure-Links;2021-03-06;6:00:00;2021-03-06T06:00:00+01:00;1;0;1
COU;Coupure-Links;2021-03-06;6:05:00;2021-03-06T06:05:00+01:00;2;1;1
COU;Coupure-Links;2021-03-06;6:10:00;2021-03-06T06:10:00+01:00;3;3;0
COU;Coupure-Links;2021-03-06;6:15:00;2021-03-06T06:15:00+01:00;2;2;0
COU;Coupure-Links;2021-03-06;6:20:00;2021-03-06T06:20:00+01:00;2;2;0
COU;Coupure-Links;2021-03-06;6:25:00;2021-03-06T06:25:00+01:00;2;2;0
COU;Coupure-Links;2021-03-06;6:30:00;2021-03-06T06:30:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;6:35:00;2021-03-06T06:35:00+01:00;4;2;2
COU;Coupure-Links;2021-03-06;6:40:00;2021-03-06T06:40:00+01:00;3;3;0
COU;Coupure-Links;2021-03-06;6:45:00;2021-03-06T06:45:00+01:00;2;1;1
COU;Coupure-Links;2021-03-06;6:50:00;2021-03-06T06:50:00+01:00;3;2;1
COU;Coupure-Links;2021-03-06;6:55:00;2021-03-06T06:55:00+01:00;1;1;0
COU;Coupure-Links;2021-03-06;7:00:00;2021-03-06T07:00:00+01:00;2;0;2
COU;Coupure-Links;2021-03-06;7:05:00;2021-03-06T07:05:00+01:00;3;1;2
COU;Coupure-Links;2021-03-06;7:10:00;2021-03-06T07:10:00+01:00;3;3;0
COU;Coupure-Links;2021-03-06;7:15:00;2021-03-06T07:15:00+01:00;2;1;1
